,zip_code,CBSA Title,MSA_central_outlying,pct_black_alone,pop_black_alone,pct_below_poverty,pct_below_poverty_white_alone,pct_below_poverty_black_alone,pct_below_poverty_asian_alone,pct_below_poverty_hispanic,quartiles_pct_below_poverty,pct_change_16_to_21_pct_below_poverty_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_21_pct_homeownership_black_alone,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
124,37215,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,1.6,367.0,6.8,6.1,3.1,15.1,20.2,26-50% of geographies,-2.8,77.6,77.2,63.0,81.4,93.1,26-50% of geographies,0.4,3028.0,300.0,540.0,2188.0,380.0,158.0,218.0,4.0,34.0,16.0,18.0,,6.0,,6.0,,24.0,,22.0,2.0,223454863.0,18993437.0,32608864.0,171852560.0,20638248.0,7538797.0,12925782.0,173670.0,961408.0,418438.0,542970.0,,609838.0,,609838.0,,1291806.0,,1208606.0,83200.0,93.6,93.7,93.1,87.8,100.0,Top 25% of geographies,80.3,50.3,76.5,84.2,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
125,37216,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,21.2,4072.0,7.3,6.7,11.5,2.3,5.3,26-50% of geographies,-11.2,71.7,75.6,61.9,62.1,48.9,26-50% of geographies,9.9,1698.0,274.0,406.0,1018.0,222.0,68.0,140.0,14.0,146.0,76.0,60.0,10.0,16.0,2.0,14.0,,16.0,8.0,8.0,,47095002.0,4423585.0,20455225.0,22216194.0,4615952.0,662200.0,3713504.0,240248.0,2147634.0,1114428.0,905926.0,127280.0,884342.0,24416.0,859926.0,,479916.0,235940.0,243976.0,,90.8,95.3,77.0,100.0,62.9,51-75% of geographies,60.8,20.0,60.9,42.0,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
126,37217,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,34.8,10821.0,19.5,17.7,22.3,11.0,17.3,Top 25% of geographies,7.6,47.5,57.4,33.5,88.1,21.5,Bottom 25% of geographies,7.8,2740.0,384.0,652.0,1704.0,232.0,66.0,156.0,10.0,420.0,200.0,210.0,10.0,48.0,22.0,22.0,4.0,30.0,2.0,28.0,,188619257.0,8898646.0,47711306.0,132009306.0,29292556.0,1411010.0,22586973.0,5294574.0,10907882.0,5094820.0,5503049.0,310014.0,1013102.0,349298.0,527556.0,136248.0,715902.0,10568.0,705334.0,,94.6,95.2,94.1,99.7,94.8,Top 25% of geographies,30.5,31.7,58.9,10.0,51-75% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
127,37218,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,70.5,10615.0,18.7,20.7,15.2,46.8,7.7,Top 25% of geographies,-10.3,64.9,58.2,65.9,77.9,58.2,Bottom 25% of geographies,-1.2,1162.0,278.0,310.0,574.0,34.0,10.0,24.0,,340.0,186.0,148.0,6.0,16.0,6.0,10.0,,32.0,14.0,18.0,,43513832.0,4825900.0,16327837.0,22360096.0,1228784.0,97600.0,1131184.0,,6263200.0,3382849.0,2783656.0,96696.0,278228.0,85028.0,193200.0,,552730.0,234334.0,318396.0,,84.3,81.5,84.9,95.2,100.0,26-50% of geographies,18.6,24.5,50.7,20.2,26-50% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
128,37219,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0.0,0.0,0.9,1.0,,0.0,0.0,Bottom 25% of geographies,,25.5,27.0,,0.0,11.6,Bottom 25% of geographies,,812.0,44.0,194.0,574.0,84.0,12.0,72.0,,22.0,2.0,18.0,2.0,4.0,,4.0,,10.0,4.0,6.0,,155403733.0,3490287.0,23596222.0,128317222.0,10170653.0,285462.0,9885191.0,,489164.0,12018.0,435966.0,41180.0,89754.0,,89754.0,,154934.0,71178.0,83756.0,,100.0,100.0,,100.0,100.0,Top 25% of geographies,86.0,,100.0,100.0,Top 25% of geographies,,Top 25% of geographies,Top 25% of geographies
129,37220,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,2.8,183.0,2.8,2.9,0.0,0.0,0.0,Bottom 25% of geographies,0.0,93.5,93.3,100.0,,93.5,Top 25% of geographies,4.7,682.0,96.0,118.0,468.0,114.0,54.0,56.0,4.0,10.0,4.0,6.0,,6.0,6.0,,,6.0,,6.0,,38234840.0,2888636.0,6308070.0,29038134.0,3862596.0,902252.0,2887926.0,72416.0,256248.0,45604.0,210644.0,,63080.0,63080.0,,,214484.0,,214484.0,,98.7,98.6,100.0,100.0,100.0,Top 25% of geographies,78.3,33.9,100.0,70.3,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
130,37221,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,7.8,3314.0,6.4,5.5,16.1,6.5,13.6,26-50% of geographies,8.6,72.7,75.8,42.7,65.2,50.4,26-50% of geographies,7.2,2770.0,352.0,718.0,1700.0,338.0,140.0,196.0,2.0,110.0,48.0,58.0,4.0,32.0,10.0,22.0,,36.0,12.0,24.0,,105605940.0,9581156.0,44069086.0,51955698.0,16690518.0,2182711.0,14363662.0,144146.0,1637754.0,738424.0,861856.0,37474.0,4273452.0,238234.0,4035218.0,,677200.0,116642.0,560558.0,,96.6,97.0,93.9,98.8,88.9,Top 25% of geographies,58.0,56.5,74.1,31.4,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
131,37228,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,43.3,714.0,7.7,2.4,15.4,0.0,,26-50% of geographies,-8.2,0.0,,,,,Bottom 25% of geographies,,466.0,60.0,112.0,294.0,48.0,12.0,34.0,2.0,60.0,34.0,26.0,,4.0,,2.0,2.0,6.0,,6.0,,137034165.0,2684466.0,22098528.0,112251172.0,10074678.0,1121962.0,8617716.0,335000.0,1062280.0,609520.0,452762.0,,12684400.0,,8684400.0,4000000.0,326528.0,,326528.0,,76.3,72.4,72.3,100.0,,Bottom 25% of geographies,49.7,39.4,100.0,,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,
132,37240,,Outlying,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,35214.0,,,35214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,37243,,Outlying,,,,,,,,,,,,,,,,,14.0,,2.0,12.0,,,,,,,,,,,,,,,,,3459398.0,,15210.0,3444188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,37246,,Outlying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,37301,,Outlying,1.1,11.0,14.6,16.2,,0.0,0.0,51-75% of geographies,,86.2,87.3,,,96.9,51-75% of geographies,,170.0,,12.0,158.0,4.0,,4.0,,,,,,,,,,,,,,3198646.0,,147112.0,3051534.0,83330.0,,83330.0,,,,,,,,,,,,,,78.1,75.6,,100.0,100.0,Bottom 25% of geographies,15.7,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
136,37302,"Chattanooga, TN-GA",Central,3.5,175.0,14.0,12.4,0.0,27.6,21.4,51-75% of geographies,0.0,72.6,79.2,35.4,17.4,12.1,26-50% of geographies,-30.2,158.0,26.0,24.0,108.0,22.0,16.0,6.0,,2.0,2.0,,,6.0,,6.0,,,,,,3531603.0,382682.0,670422.0,2478498.0,405484.0,230256.0,175228.0,,37500.0,37500.0,,,144224.0,,144224.0,,,,,,93.8,93.1,93.7,100.0,100.0,Top 25% of geographies,34.0,35.0,49.6,32.3,51-75% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
137,37303,"Athens, TN",Central,5.2,1281.0,17.3,17.8,10.3,0.0,8.4,51-75% of geographies,-22.6,67.8,69.2,55.3,29.1,27.1,26-50% of geographies,19.1,1252.0,104.0,246.0,902.0,172.0,48.0,118.0,6.0,2.0,,2.0,,2.0,,2.0,,12.0,4.0,4.0,4.0,70684854.0,5526750.0,20566762.0,44591342.0,12178502.0,3405040.0,8737987.0,35476.0,41664.0,,41664.0,,193800.0,,193800.0,,167505.0,40022.0,76408.0,51076.0,88.4,87.9,93.5,100.0,92.4,26-50% of geographies,22.6,17.1,31.8,20.3,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
138,37305,,Outlying,0.0,0.0,19.0,28.8,,,,Top 25% of geographies,,99.5,99.1,,,,Top 25% of geographies,,110.0,4.0,,106.0,,,,,,,,,4.0,4.0,,,,,,,939834.0,24076.0,,915758.0,,,,,,,,,24076.0,24076.0,,,,,,,70.7,70.9,,,,Bottom 25% of geographies,5.8,,,,Bottom 25% of geographies,,,
139,37306,"Tullahoma-Manchester, TN",Outlying,7.7,172.0,17.0,11.9,68.6,0.0,0.0,51-75% of geographies,11.5,88.9,88.6,98.9,,100.0,Top 25% of geographies,1.0,164.0,16.0,42.0,106.0,46.0,12.0,30.0,4.0,,,,,2.0,,2.0,,2.0,,2.0,,3748256.0,105571.0,671925.0,2970760.0,588182.0,64059.0,508667.0,15456.0,,,,,11956.0,,11956.0,,42200.0,,42200.0,,73.3,76.1,23.3,100.0,100.0,Bottom 25% of geographies,20.0,0.0,0.0,36.2,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies
140,37307,"Cleveland, TN",Outlying,1.2,60.0,9.0,9.9,,100.0,0.0,26-50% of geographies,,81.7,80.3,,,100.0,51-75% of geographies,,118.0,10.0,34.0,74.0,14.0,2.0,12.0,,,,,,,,,,4.0,4.0,,,5011833.0,118343.0,2729530.0,2163960.0,1582500.0,29710.0,1552790.0,,,,,,,,,,64640.0,64640.0,,,86.9,85.6,,,100.0,26-50% of geographies,18.5,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
141,37308,"Chattanooga, TN-GA",Central,1.2,28.0,7.5,7.8,0.0,,0.0,26-50% of geographies,,83.0,82.8,0.0,,0.0,51-75% of geographies,,68.0,2.0,12.0,54.0,6.0,,6.0,,,,,,,,,,,,,,1105309.0,19336.0,491984.0,593988.0,397804.0,,397804.0,,,,,,,,,,,,,,80.0,81.0,100.0,,100.0,Bottom 25% of geographies,12.6,100.0,,100.0,Bottom 25% of geographies,Top 25% of geographies,,Top 25% of geographies
142,37309,"Athens, TN",Central,0.1,2.0,6.6,6.2,,100.0,0.0,26-50% of geographies,,75.1,76.0,,,,26-50% of geographies,,58.0,10.0,6.0,42.0,10.0,6.0,4.0,,,,,,,,,,,,,,2640570.0,86908.0,67468.0,2486194.0,85500.0,25490.0,60010.0,,,,,,,,,,,,,,89.2,89.1,,,,51-75% of geographies,11.4,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
143,37310,"Cleveland, TN",Central,3.9,131.0,15.1,15.2,3.8,,0.0,51-75% of geographies,-50.2,79.8,79.7,100.0,,39.9,51-75% of geographies,14.2,162.0,18.0,58.0,86.0,50.0,14.0,36.0,,,,,,,,,,,,,,9122406.0,94232.0,2166118.0,6862056.0,1111266.0,73084.0,1038182.0,,,,,,,,,,,,,,86.9,86.8,85.5,,91.3,26-50% of geographies,11.0,13.4,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
144,37311,"Cleveland, TN",Central,9.6,2886.0,20.6,20.4,19.0,8.2,22.9,Top 25% of geographies,-20.7,44.7,49.1,16.9,96.7,6.1,Bottom 25% of geographies,-4.5,1516.0,222.0,398.0,896.0,260.0,70.0,186.0,4.0,40.0,28.0,12.0,,12.0,2.0,10.0,,40.0,8.0,28.0,4.0,127556312.0,12899672.0,28970754.0,85685886.0,23434429.0,6668926.0,16274562.0,490940.0,564838.0,360532.0,204306.0,,305404.0,14996.0,290408.0,,670121.0,238070.0,394102.0,37950.0,85.1,86.4,77.2,58.9,83.4,26-50% of geographies,18.1,14.1,55.6,6.8,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
145,37312,"Cleveland, TN",Central,4.8,1728.0,12.2,11.1,6.8,10.7,46.8,51-75% of geographies,0.5,69.1,71.3,50.8,69.1,38.4,26-50% of geographies,24.6,1638.0,212.0,426.0,1000.0,292.0,108.0,184.0,,46.0,12.0,34.0,,20.0,8.0,12.0,,52.0,16.0,36.0,,114076953.0,12151280.0,29425841.0,72499834.0,19278953.0,7890906.0,11388047.0,,793996.0,162722.0,631274.0,,931438.0,598398.0,333040.0,,2072030.0,607673.0,1464358.0,,92.7,92.0,91.0,100.0,97.6,51-75% of geographies,33.2,26.8,37.2,20.6,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
146,37313,,Outlying,0.0,0.0,19.2,17.2,,,,Top 25% of geographies,,84.3,85.4,,,,51-75% of geographies,,108.0,2.0,4.0,102.0,4.0,,4.0,,,,,,,,,,,,,,3503814.0,4624.0,688528.0,2810662.0,688528.0,,688528.0,,,,,,,,,,,,,,73.4,74.9,,,,Bottom 25% of geographies,17.0,,,,26-50% of geographies,,,
147,37315,"Chattanooga, TN-GA",Central,9.1,161.0,,,,,,,,,,,,,,,18.0,2.0,2.0,14.0,2.0,2.0,,,2.0,,2.0,,,,,,,,,,2514652.0,57250.0,2414.0,2454988.0,57250.0,57250.0,,,2414.0,,2414.0,,,,,,,,,,,,,,,,0.0,,,,Bottom 25% of geographies,,,
148,37317,"Cleveland, TN",Outlying,0.3,9.0,13.2,11.2,0.0,0.0,28.5,51-75% of geographies,,73.3,74.0,,,0.0,26-50% of geographies,,114.0,4.0,12.0,98.0,4.0,,4.0,,,,,,,,,,,,,,5147445.0,24982.0,1561458.0,3561004.0,176544.0,,176544.0,,,,,,,,,,,,,,84.8,86.4,100.0,100.0,28.5,26-50% of geographies,22.0,0.0,100.0,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
149,37318,"Tullahoma-Manchester, TN",Outlying,7.8,144.0,30.9,28.0,27.1,0.0,36.8,Top 25% of geographies,1.4,60.5,66.7,41.1,100.0,0.0,Bottom 25% of geographies,-41.8,62.0,4.0,6.0,52.0,4.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,701003.0,80450.0,32828.0,587726.0,25326.0,6250.0,19076.0,,74200.0,74200.0,,,,,,,,,,,78.6,78.8,68.8,100.0,36.8,Bottom 25% of geographies,10.7,2.4,100.0,0.0,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
150,37321,"Dayton, TN",Central,2.1,434.0,18.0,14.6,62.8,0.0,25.3,Top 25% of geographies,52.7,70.3,72.6,36.7,23.4,23.4,26-50% of geographies,-9.0,706.0,56.0,162.0,488.0,96.0,24.0,68.0,4.0,4.0,4.0,,,8.0,,8.0,,10.0,,10.0,,51014994.0,1132376.0,9973380.0,39909236.0,6250238.0,451448.0,5759646.0,39144.0,83050.0,83050.0,,,119736.0,,119736.0,,366026.0,,366026.0,,92.3,92.4,100.0,100.0,81.6,51-75% of geographies,17.8,8.8,7.5,9.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
151,37322,,Outlying,2.4,200.0,16.2,16.2,30.9,,16.8,51-75% of geographies,30.9,75.1,75.9,67.2,,0.0,26-50% of geographies,-27.0,216.0,6.0,44.0,166.0,22.0,,22.0,,,,,,4.0,,4.0,,,,,,17354161.0,25024.0,2802303.0,14526834.0,1691536.0,,1691536.0,,,,,,33734.0,,33734.0,,,,,,82.9,82.6,100.0,,49.7,26-50% of geographies,8.8,62.3,,0.0,Bottom 25% of geographies,Top 25% of geographies,,Bottom 25% of geographies
152,37323,"Cleveland, TN",Central,1.7,517.0,11.2,11.4,15.7,0.0,6.7,51-75% of geographies,15.5,79.8,80.0,39.9,79.8,79.8,51-75% of geographies,-56.6,820.0,106.0,240.0,474.0,158.0,46.0,112.0,,16.0,12.0,4.0,,14.0,6.0,8.0,,10.0,2.0,4.0,4.0,24986122.0,2149460.0,7935988.0,14900674.0,5513790.0,1535266.0,3978523.0,,222306.0,162996.0,59310.0,,611642.0,7524.0,604118.0,,140870.0,26600.0,60830.0,53440.0,90.5,90.4,92.4,100.0,94.1,51-75% of geographies,17.3,52.1,58.3,3.2,26-50% of geographies,Top 25% of geographies,51-75% of geographies,26-50% of geographies
153,37324,"Tullahoma-Manchester, TN",Outlying,9.2,476.0,19.9,20.1,10.9,10.9,26.7,Top 25% of geographies,-17.1,55.5,60.0,23.4,0.0,0.0,Bottom 25% of geographies,-40.6,350.0,36.0,86.0,228.0,92.0,30.0,62.0,,2.0,,2.0,,,,,,2.0,,2.0,,11536538.0,699050.0,2917090.0,7920399.0,2767750.0,642860.0,2124890.0,,8774.0,,8774.0,,,,,,81796.0,,81796.0,,77.9,78.9,70.0,19.6,91.1,Bottom 25% of geographies,9.3,19.2,52.4,7.9,Bottom 25% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
154,37325,"Cleveland, TN",Outlying,0.0,0.0,12.6,12.1,,0.0,22.7,51-75% of geographies,,84.4,84.4,,,,51-75% of geographies,,66.0,6.0,14.0,46.0,14.0,4.0,10.0,,,,,,,,,,,,,,902660.0,56208.0,166518.0,679934.0,146060.0,31208.0,114852.0,,,,,,,,,,,,,,65.2,65.5,,100.0,100.0,Bottom 25% of geographies,14.7,,0.0,0.0,26-50% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
155,37326,,Outlying,1.8,9.0,43.7,42.6,,,,Top 25% of geographies,,40.0,40.0,,,,Bottom 25% of geographies,,6.0,2.0,,4.0,,,,,,,,,,,,,,,,,653038.0,481434.0,,171604.0,,,,,,,,,,,,,,,,,82.3,81.9,,,,26-50% of geographies,6.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
156,37327,"Chattanooga, TN-GA",Outlying,0.6,67.0,17.3,17.9,0.0,,26.6,51-75% of geographies,0.0,75.5,77.0,,,10.4,26-50% of geographies,,732.0,34.0,96.0,602.0,90.0,30.0,58.0,2.0,,,,,2.0,,,2.0,4.0,,4.0,,20390553.0,1434855.0,4997076.0,13958620.0,4069523.0,884885.0,1966230.0,1218408.0,,,,,36420.0,,,36420.0,42904.0,,42904.0,,78.0,77.9,100.0,,62.4,Bottom 25% of geographies,14.6,0.0,,1.5,26-50% of geographies,Bottom 25% of geographies,,26-50% of geographies
157,37328,,Outlying,0.0,0.0,18.4,17.7,,,,Top 25% of geographies,,91.9,91.4,,,,Top 25% of geographies,,84.0,10.0,22.0,52.0,16.0,4.0,12.0,,,,,,,,,,,,,,4058858.0,1953524.0,1037148.0,1068186.0,975674.0,71186.0,904488.0,,,,,,,,,,,,,,80.2,80.9,,,,Bottom 25% of geographies,21.8,,,,26-50% of geographies,,,
158,37329,"Athens, TN",Central,0.0,2.0,21.0,19.7,0.0,0.0,25.0,Top 25% of geographies,0.0,83.2,83.5,,,6.9,51-75% of geographies,,160.0,4.0,18.0,138.0,18.0,2.0,16.0,,,,,,,,,,,,,,3382402.0,39402.0,368406.0,2974594.0,370212.0,4984.0,365228.0,,,,,,,,,,,,,,82.2,81.4,100.0,100.0,73.3,26-50% of geographies,10.3,0.0,100.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
159,37330,"Tullahoma-Manchester, TN",Outlying,2.3,152.0,14.9,15.0,20.9,0.0,0.0,51-75% of geographies,20.9,84.2,84.8,74.3,100.0,100.0,51-75% of geographies,-7.7,228.0,30.0,64.0,134.0,52.0,18.0,34.0,,2.0,,2.0,,,,,,2.0,,2.0,,6788012.0,541648.0,2217200.0,4029164.0,1362742.0,416112.0,946630.0,,25100.0,,25100.0,,,,,,26610.0,,26610.0,,71.8,71.5,64.9,100.0,100.0,Bottom 25% of geographies,18.4,2.8,0.0,100.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies
160,37331,"Athens, TN",Central,6.8,469.0,13.9,10.0,31.4,,21.0,51-75% of geographies,-3.2,77.1,81.1,51.8,,98.2,26-50% of geographies,-20.2,254.0,20.0,62.0,172.0,38.0,10.0,28.0,,,,,,,,,,4.0,,4.0,,11600876.0,1189936.0,2950850.0,7460090.0,1483312.0,871732.0,611580.0,,,,,,,,,,25176.0,,25176.0,,90.3,89.8,91.8,,100.0,51-75% of geographies,15.2,9.9,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
161,37332,"Dayton, TN",Central,1.4,31.0,8.9,9.2,0.0,,,26-50% of geographies,0.0,88.7,91.0,0.0,,,Top 25% of geographies,0.0,68.0,2.0,12.0,54.0,10.0,2.0,8.0,,2.0,,2.0,,,,,,,,,,1159718.0,4580.0,129640.0,1025498.0,92803.0,4580.0,88223.0,,1000.0,,1000.0,,,,,,,,,,88.0,87.2,100.0,,,26-50% of geographies,22.0,0.0,,,26-50% of geographies,Bottom 25% of geographies,,
162,37333,"Cleveland, TN",Outlying,0.0,0.0,33.9,33.9,,,,Top 25% of geographies,,74.5,74.5,,,,26-50% of geographies,,10.0,,,10.0,,,,,,,,,,,,,,,,,88166.0,,,88166.0,,,,,,,,,,,,,,,,,48.9,48.9,,,,Bottom 25% of geographies,7.1,,,,Bottom 25% of geographies,,,
163,37334,,Outlying,8.9,2150.0,11.8,10.2,18.1,54.6,28.9,51-75% of geographies,-19.7,71.8,77.6,34.9,14.4,57.4,26-50% of geographies,-1.7,1596.0,174.0,398.0,1024.0,180.0,48.0,130.0,2.0,34.0,16.0,18.0,,12.0,,12.0,,4.0,2.0,2.0,,68072252.0,4610978.0,26287888.0,37173386.0,6418942.0,1289888.0,4445854.0,683200.0,671074.0,231056.0,440018.0,,1421246.0,,1421246.0,,61560.0,53600.0,7960.0,,78.1,79.3,61.3,79.9,88.2,Bottom 25% of geographies,21.0,9.3,39.5,0.7,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
164,37335,,Outlying,0.0,0.0,4.1,4.1,,0.0,0.0,Bottom 25% of geographies,,89.1,88.9,,89.1,100.0,Top 25% of geographies,,148.0,6.0,46.0,96.0,20.0,2.0,18.0,,2.0,,2.0,,,,,,,,,,2766220.0,422386.0,873052.0,1470782.0,341372.0,41666.0,299706.0,,41664.0,,41664.0,,,,,,,,,,70.6,70.3,,100.0,100.0,Bottom 25% of geographies,10.4,,100.0,0.0,Bottom 25% of geographies,,Top 25% of geographies,Bottom 25% of geographies
165,37336,"Cleveland, TN",Central,4.1,214.0,10.2,9.4,27.5,100.0,19.4,26-50% of geographies,-31.0,92.2,92.7,98.2,,100.0,Top 25% of geographies,-0.7,140.0,8.0,44.0,88.0,18.0,6.0,12.0,,,,,,2.0,,2.0,,2.0,,2.0,,5926866.0,97356.0,2433415.0,3396096.0,273010.0,82776.0,190236.0,,,,,,15354.0,,15354.0,,22104.0,,22104.0,,82.0,82.2,82.3,100.0,100.0,26-50% of geographies,17.0,6.9,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
166,37337,"Dayton, TN",Central,0.0,0.0,15.0,15.1,,,0.0,51-75% of geographies,,89.3,89.1,,,100.0,Top 25% of geographies,,50.0,2.0,10.0,38.0,14.0,2.0,10.0,2.0,,,,,,,,,,,,,450690.0,36564.0,87722.0,326404.0,160850.0,36564.0,87722.0,36564.0,,,,,,,,,,,,,71.0,70.8,,,0.0,Bottom 25% of geographies,12.2,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
167,37338,,Outlying,2.4,71.0,20.5,21.0,38.0,,30.4,Top 25% of geographies,-62.0,77.3,77.7,56.5,,71.4,26-50% of geographies,56.5,90.0,4.0,18.0,68.0,20.0,4.0,16.0,,,,,,,,,,,,,,2935779.0,106302.0,1174672.0,1654804.0,1251538.0,106302.0,1145236.0,,,,,,,,,,,,,,89.6,88.8,90.1,,90.7,51-75% of geographies,10.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
168,37339,,Outlying,0.4,6.0,20.9,22.4,0.0,,53.1,Top 25% of geographies,,85.9,88.3,,,0.0,51-75% of geographies,,102.0,2.0,6.0,94.0,6.0,2.0,4.0,,,,,,,,,,2.0,,2.0,,874116.0,41666.0,76270.0,756178.0,97334.0,41666.0,55666.0,,,,,,,,,,20604.0,,20604.0,,73.1,73.1,100.0,,100.0,Bottom 25% of geographies,4.9,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
169,37340,"Chattanooga, TN-GA",Outlying,0.0,0.0,21.0,21.8,,0.0,0.0,Top 25% of geographies,,76.3,76.3,,,,26-50% of geographies,,18.0,4.0,6.0,8.0,4.0,2.0,2.0,,,,,,,,,,,,,,434889.0,114242.0,132814.0,187834.0,83266.0,41600.0,41666.0,,,,,,,,,,,,,,73.7,72.8,,100.0,100.0,Bottom 25% of geographies,8.8,,0.0,,Bottom 25% of geographies,,Bottom 25% of geographies,
170,37341,"Chattanooga, TN-GA",Central,10.2,1343.0,9.7,10.9,7.0,0.0,5.6,26-50% of geographies,-2.9,81.8,84.2,73.1,81.8,50.0,51-75% of geographies,-26.9,432.0,86.0,66.0,280.0,48.0,28.0,20.0,,24.0,18.0,6.0,,2.0,2.0,,,,,,,8791363.0,1099484.0,1425165.0,6266714.0,580543.0,298872.0,281671.0,,392852.0,285742.0,107110.0,,31250.0,31250.0,,,,,,,93.7,94.9,79.7,100.0,100.0,Top 25% of geographies,26.9,25.8,100.0,27.6,51-75% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
