,zip_code,CBSA Title,MSA_central_outlying,pct_black_alone,pop_black_alone,pct_below_poverty,pct_below_poverty_white_alone,pct_below_poverty_black_alone,pct_below_poverty_asian_alone,pct_below_poverty_hispanic,quartiles_pct_below_poverty,pct_change_16_to_21_pct_below_poverty_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_21_pct_homeownership_black_alone,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
0,37010,"Clarksville, TN-KY",Central,8.4,453.0,9.5,8.7,15.0,0.0,4.9,26-50% of geographies,-10.4,94.5,93.4,99.5,,99.3,Top 25% of geographies,-0.5,248.0,16.0,78.0,154.0,48.0,4.0,44.0,,2.0,,,2.0,8.0,4.0,4.0,,,,,,8647099.0,127588.0,4788120.0,3731392.0,4206512.0,68680.0,4137833.0,,41666.0,,,41666.0,90588.0,28908.0,61680.0,,,,,,90.9,91.8,88.1,100.0,80.5,51-75% of geographies,38.6,28.3,100.0,50.5,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,Top 25% of geographies
1,37012,,Outlying,3.3,68.0,7.4,4.6,82.4,0.0,11.5,26-50% of geographies,33.5,79.1,81.6,42.0,,0.0,51-75% of geographies,-33.8,184.0,10.0,38.0,136.0,26.0,4.0,22.0,,,,,,,,,,,,,,6741978.0,87318.0,1826520.0,4828140.0,121234.0,23852.0,97382.0,,,,,,,,,,,,,,84.6,83.9,94.1,100.0,88.5,26-50% of geographies,11.7,0.0,100.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
2,37013,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,36.0,36750.0,17.1,17.1,13.5,22.8,29.5,51-75% of geographies,1.3,56.2,62.3,49.8,74.4,48.6,Bottom 25% of geographies,3.0,6636.0,1128.0,1394.0,4114.0,230.0,78.0,148.0,4.0,1298.0,666.0,606.0,26.0,148.0,38.0,98.0,12.0,84.0,20.0,54.0,10.0,151016526.0,21775742.0,41227561.0,88013222.0,10305560.0,1224280.0,9047532.0,33750.0,21486907.0,10848749.0,9806497.0,831662.0,4553818.0,519738.0,3341954.0,692126.0,5372572.0,2380356.0,1242648.0,1749568.0,93.4,94.1,92.6,94.7,91.7,51-75% of geographies,29.7,32.6,24.5,10.1,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
3,37014,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0.4,11.0,7.4,7.2,0.0,,0.0,26-50% of geographies,,98.0,97.9,98.0,,98.0,Top 25% of geographies,,166.0,26.0,42.0,98.0,38.0,22.0,16.0,,,,,,6.0,2.0,4.0,,,,,,9481836.0,1582596.0,2169430.0,5729810.0,2865866.0,1535996.0,1329870.0,,,,,,55000.0,5000.0,50000.0,,,,,,97.4,97.3,100.0,,100.0,Top 25% of geographies,29.5,54.5,,100.0,51-75% of geographies,Top 25% of geographies,,Top 25% of geographies
4,37015,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,1.9,364.0,10.8,10.4,21.2,0.0,17.1,51-75% of geographies,10.4,74.6,75.7,64.5,,54.7,26-50% of geographies,33.3,704.0,88.0,150.0,466.0,132.0,56.0,72.0,4.0,12.0,,12.0,,4.0,,4.0,,,,,,40969189.0,2397262.0,4783707.0,33788220.0,5451574.0,1813970.0,3522440.0,115164.0,181636.0,,181636.0,,19196.0,,19196.0,,,,,,86.6,87.0,89.5,100.0,67.6,26-50% of geographies,18.4,15.8,100.0,12.9,26-50% of geographies,51-75% of geographies,Top 25% of geographies,26-50% of geographies
5,37016,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.0,0.0,6.0,5.9,,,0.0,26-50% of geographies,,84.4,84.4,,,,51-75% of geographies,,42.0,,,42.0,,,,,,,,,,,,,,,,,482718.0,,,482718.0,,,,,,,,,,,,,,,,,83.4,84.4,,,33.3,26-50% of geographies,14.8,,,100.0,26-50% of geographies,,,Top 25% of geographies
6,37018,"Tullahoma-Manchester, TN",Central,0.3,7.0,24.8,22.7,0.0,0.0,100.0,Top 25% of geographies,,81.2,85.0,,0.0,0.0,51-75% of geographies,,100.0,20.0,24.0,56.0,34.0,16.0,18.0,,,,,,,,,,,,,,1314951.0,176156.0,345630.0,793166.0,278336.0,94850.0,183486.0,,,,,,,,,,,,,,87.1,89.3,100.0,100.0,100.0,26-50% of geographies,11.6,100.0,58.2,,Bottom 25% of geographies,Top 25% of geographies,51-75% of geographies,
7,37019,"Lewisburg, TN",Central,3.9,31.0,3.0,3.2,0.0,,0.0,Bottom 25% of geographies,-28.8,59.8,54.5,99.6,,,Bottom 25% of geographies,-0.4,38.0,,2.0,36.0,,,,,,,,,2.0,,2.0,,,,,,1028060.0,,41664.0,986396.0,,,,,,,,,41664.0,,41664.0,,,,,,91.0,93.3,35.5,,100.0,51-75% of geographies,8.9,64.5,,0.0,Bottom 25% of geographies,Top 25% of geographies,,Bottom 25% of geographies
8,37020,"Shelbyville, TN",Central,3.6,187.0,7.0,7.3,0.0,14.5,0.0,26-50% of geographies,0.0,93.6,92.5,99.4,100.0,99.1,Top 25% of geographies,34.9,266.0,36.0,94.0,136.0,62.0,14.0,48.0,,2.0,,2.0,,,,,,,,,,8384682.0,1030554.0,2385322.0,4968806.0,861434.0,128568.0,732866.0,,41664.0,,41664.0,,,,,,,,,,91.1,91.2,100.0,100.0,100.0,51-75% of geographies,26.0,0.0,35.1,16.9,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies,51-75% of geographies
9,37022,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,3.7,242.0,16.3,15.6,55.0,,2.6,51-75% of geographies,55.0,87.5,88.7,52.1,,83.7,Top 25% of geographies,-27.8,232.0,32.0,94.0,106.0,74.0,12.0,62.0,,2.0,,2.0,,,,,,,,,,3745288.0,377902.0,1527183.0,1840202.0,918624.0,163540.0,755084.0,,41664.0,,41664.0,,,,,,,,,,85.4,84.6,85.1,,100.0,26-50% of geographies,17.3,7.9,,34.9,26-50% of geographies,26-50% of geographies,,Top 25% of geographies
10,37023,"Clarksville, TN-KY",Outlying,0.2,3.0,11.7,9.0,0.0,,39.6,51-75% of geographies,,69.9,69.9,,,,26-50% of geographies,,46.0,10.0,16.0,20.0,10.0,,10.0,,,,,,2.0,,2.0,,,,,,2241655.0,324974.0,782002.0,1134680.0,414738.0,,414738.0,,,,,,150200.0,,150200.0,,,,,,86.6,86.2,100.0,,100.0,26-50% of geographies,13.9,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
11,37025,,Outlying,0.4,19.0,13.4,13.0,0.0,,0.0,51-75% of geographies,,94.5,94.5,,,100.0,Top 25% of geographies,,224.0,14.0,60.0,150.0,68.0,14.0,50.0,4.0,,,,,,,,,,,,,4941280.0,115596.0,1745528.0,3080156.0,1285906.0,115596.0,1091462.0,78848.0,,,,,,,,,,,,,81.4,81.6,0.0,,100.0,Bottom 25% of geographies,14.5,0.0,,100.0,26-50% of geographies,Bottom 25% of geographies,,Top 25% of geographies
12,37026,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.0,0.0,16.4,16.6,,,0.0,51-75% of geographies,,85.6,87.0,,,0.0,51-75% of geographies,,72.0,10.0,22.0,40.0,28.0,10.0,18.0,,,,,,,,,,,,,,4999395.0,123274.0,4113656.0,762466.0,925539.0,123274.0,802266.0,,,,,,,,,,,,,,91.3,92.5,,,73.1,51-75% of geographies,14.5,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
13,37027,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,3.9,2392.0,3.6,3.3,13.1,2.2,2.2,Bottom 25% of geographies,7.6,82.7,83.8,59.3,78.4,69.4,51-75% of geographies,-33.0,7206.0,726.0,1436.0,5044.0,842.0,312.0,512.0,18.0,96.0,48.0,48.0,,44.0,20.0,24.0,,128.0,42.0,74.0,12.0,722871170.0,44036887.0,141765076.0,537069207.0,62590928.0,17051040.0,44173931.0,1365958.0,3383370.0,2085226.0,1298144.0,,6475304.0,4664318.0,1810986.0,,14144145.0,1922846.0,11668222.0,553078.0,98.2,98.0,98.9,100.0,98.1,Top 25% of geographies,73.9,79.8,82.6,68.5,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
14,37028,"Clarksville, TN-KY",Outlying,0.6,2.0,0.9,0.3,100.0,,0.0,Bottom 25% of geographies,95.7,92.8,92.8,,,,Top 25% of geographies,,18.0,4.0,12.0,2.0,2.0,,2.0,,,,,,,,,,,,,,400152.0,73532.0,298378.0,28242.0,41664.0,,41664.0,,,,,,,,,,,,,,100.0,100.0,,,,Top 25% of geographies,40.8,0.0,,0.0,Top 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
15,37029,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,1.0,69.0,3.2,3.2,24.6,0.0,5.1,Bottom 25% of geographies,2.7,93.6,93.9,67.6,93.6,100.0,Top 25% of geographies,-31.8,278.0,20.0,80.0,178.0,54.0,6.0,48.0,,2.0,,2.0,,4.0,4.0,,,,,,,14871929.0,1868502.0,4644276.0,8359152.0,1323746.0,68038.0,1255710.0,,25874.0,,25874.0,,1602654.0,1602654.0,,,,,,,92.3,91.8,100.0,100.0,100.0,51-75% of geographies,29.6,0.0,100.0,44.8,51-75% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies
16,37030,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,3.8,297.0,17.0,16.2,52.0,0.0,35.9,51-75% of geographies,19.7,70.4,72.8,27.4,0.0,76.8,26-50% of geographies,6.3,504.0,60.0,116.0,328.0,126.0,44.0,82.0,,,,,,6.0,6.0,,,2.0,,2.0,,20473170.0,1066696.0,5394687.0,14011788.0,3514168.0,768974.0,2745192.0,,,,,,89062.0,89062.0,,,55400.0,,55400.0,,84.5,85.8,41.8,100.0,64.1,26-50% of geographies,19.6,14.6,39.6,0.0,26-50% of geographies,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies
17,37031,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,1.7,71.0,6.5,6.2,0.0,,0.0,26-50% of geographies,-3.9,91.2,92.4,57.4,,100.0,Top 25% of geographies,-42.5,120.0,18.0,40.0,62.0,24.0,6.0,18.0,,2.0,,2.0,,2.0,2.0,,,,,,,2041514.0,752994.0,384310.0,904210.0,336854.0,145618.0,191234.0,,13220.0,,13220.0,,5236.0,5236.0,,,,,,,81.5,81.6,57.7,,100.0,26-50% of geographies,20.2,26.8,,0.0,26-50% of geographies,51-75% of geographies,,Bottom 25% of geographies
18,37032,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,1.6,86.0,7.5,7.5,8.1,0.0,15.2,26-50% of geographies,-24.2,79.5,79.8,59.6,,79.5,51-75% of geographies,-33.5,180.0,12.0,70.0,98.0,28.0,4.0,24.0,,,,,,,,,,,,,,3968550.0,102716.0,1555156.0,2310678.0,439206.0,49688.0,389518.0,,,,,,,,,,,,,,83.0,84.2,41.8,0.0,8.9,26-50% of geographies,23.0,36.8,,0.0,51-75% of geographies,Top 25% of geographies,,Bottom 25% of geographies
19,37033,,Outlying,1.4,110.0,18.7,18.3,61.4,,38.3,Top 25% of geographies,26.1,69.7,70.0,100.0,,54.2,26-50% of geographies,0.0,300.0,36.0,48.0,216.0,60.0,26.0,34.0,,,,,,,,,,2.0,2.0,,,10293603.0,684724.0,1165721.0,8443158.0,1101779.0,320150.0,781629.0,,,,,,,,,,80346.0,80346.0,,,72.6,73.4,48.8,,58.3,Bottom 25% of geographies,8.8,0.0,,12.9,Bottom 25% of geographies,Bottom 25% of geographies,,26-50% of geographies
20,37034,"Lewisburg, TN",Central,0.6,43.0,9.1,8.2,0.0,0.0,0.0,26-50% of geographies,-5.2,80.8,84.5,88.9,80.8,2.6,51-75% of geographies,-3.7,364.0,36.0,122.0,206.0,76.0,14.0,62.0,,4.0,,4.0,,2.0,,2.0,,2.0,,2.0,,11319566.0,454466.0,3583254.0,7281848.0,1325390.0,112948.0,1212442.0,,40220.0,,40220.0,,184200.0,,184200.0,,28200.0,,28200.0,,86.9,86.2,72.1,100.0,98.7,26-50% of geographies,20.1,10.5,13.6,3.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
21,37035,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.9,31.0,6.4,5.4,100.0,0.0,0.0,26-50% of geographies,73.2,90.3,92.0,,,100.0,Top 25% of geographies,,82.0,8.0,22.0,52.0,10.0,6.0,4.0,,,,,,,,,,,,,,1926424.0,57902.0,558928.0,1309594.0,84572.0,53658.0,30914.0,,,,,,,,,,,,,,80.2,82.0,100.0,100.0,13.0,Bottom 25% of geographies,23.2,,0.0,0.0,51-75% of geographies,,Bottom 25% of geographies,Bottom 25% of geographies
22,37036,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2.1,134.0,16.5,17.1,0.0,,4.9,51-75% of geographies,-6.7,87.9,87.8,100.0,,100.0,Top 25% of geographies,16.7,284.0,18.0,62.0,204.0,58.0,14.0,44.0,,4.0,2.0,2.0,,,,,,,,,,9523928.0,1440328.0,1840428.0,6243174.0,2675478.0,1311986.0,1363492.0,,47970.0,6306.0,41664.0,,,,,,,,,,85.3,84.8,100.0,,100.0,26-50% of geographies,10.1,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
23,37037,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,5.6,492.0,1.8,1.1,0.0,,19.8,Bottom 25% of geographies,0.0,92.6,93.8,81.0,,98.1,Top 25% of geographies,26.5,314.0,40.0,72.0,202.0,56.0,8.0,48.0,,4.0,,4.0,,2.0,,,2.0,6.0,6.0,,,18418584.0,407828.0,6191496.0,11819260.0,5468204.0,74828.0,5393376.0,,77168.0,,77168.0,,339490.0,,,339490.0,70772.0,70772.0,,,90.5,91.7,83.7,,100.0,51-75% of geographies,29.0,16.0,,10.8,51-75% of geographies,51-75% of geographies,,26-50% of geographies
24,37040,"Clarksville, TN-KY",Central,25.8,15065.0,17.2,13.5,23.3,15.4,28.6,51-75% of geographies,-5.1,59.3,66.9,43.4,51.9,60.6,Bottom 25% of geographies,3.5,3654.0,758.0,900.0,1996.0,356.0,138.0,208.0,10.0,448.0,270.0,168.0,10.0,38.0,20.0,18.0,,88.0,24.0,60.0,4.0,206688836.0,25275480.0,59076898.0,122336456.0,23723183.0,4543702.0,18691192.0,488288.0,7047170.0,4084364.0,2776031.0,186776.0,3494018.0,848560.0,2645458.0,,5602005.0,718386.0,4838468.0,45152.0,93.3,95.4,87.2,99.2,97.9,51-75% of geographies,29.6,25.5,31.7,21.2,51-75% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
25,37042,"Clarksville, TN-KY",Central,26.5,21936.0,13.7,11.7,15.3,9.2,16.5,51-75% of geographies,-8.8,55.9,60.9,50.5,41.9,53.6,Bottom 25% of geographies,1.7,3346.0,746.0,670.0,1930.0,192.0,80.0,106.0,6.0,638.0,360.0,266.0,12.0,76.0,40.0,36.0,,28.0,18.0,8.0,2.0,71168019.0,12692002.0,15690218.0,42785800.0,6510856.0,1636256.0,4352418.0,522182.0,10334858.0,5613788.0,4540338.0,180732.0,1159322.0,480983.0,678339.0,,736404.0,375140.0,337864.0,23400.0,93.0,94.1,93.0,91.2,94.0,51-75% of geographies,24.9,23.6,26.5,13.1,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
26,37043,"Clarksville, TN-KY",Central,8.5,4405.0,5.2,5.0,3.7,2.7,6.1,Bottom 25% of geographies,-8.6,71.1,72.3,62.6,86.1,59.7,26-50% of geographies,16.1,2802.0,460.0,710.0,1632.0,268.0,112.0,156.0,,150.0,76.0,74.0,,42.0,12.0,28.0,2.0,66.0,30.0,34.0,2.0,129242772.0,14626710.0,38811158.0,75804904.0,10580869.0,4252964.0,6327906.0,,3156942.0,1156162.0,2000782.0,,2574611.0,115504.0,1416022.0,1043084.0,2910872.0,1246350.0,1593158.0,71364.0,94.7,94.7,91.2,100.0,97.8,Top 25% of geographies,40.7,44.2,58.8,40.1,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,Top 25% of geographies
27,37046,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0.0,0.0,3.5,3.7,,0.0,0.0,Bottom 25% of geographies,,92.9,95.6,,,42.6,Top 25% of geographies,,420.0,60.0,88.0,272.0,80.0,38.0,38.0,4.0,8.0,2.0,4.0,2.0,,,,,,,,,19104421.0,965348.0,2656808.0,15482266.0,1729180.0,657782.0,1036128.0,35270.0,143456.0,37914.0,83332.0,22210.0,,,,,,,,,94.8,94.3,,100.0,100.0,Top 25% of geographies,52.3,,100.0,48.4,Top 25% of geographies,,Top 25% of geographies,Top 25% of geographies
28,37047,"Lewisburg, TN",Central,3.6,81.0,25.9,12.3,66.7,,100.0,Top 25% of geographies,51.9,79.5,77.9,99.2,,,51-75% of geographies,2.7,146.0,20.0,48.0,78.0,24.0,6.0,18.0,,2.0,,2.0,,,,,,,,,,3645109.0,200970.0,806460.0,2637680.0,374600.0,104724.0,269876.0,,37916.0,,37916.0,,,,,,,,,,84.7,81.4,100.0,,100.0,26-50% of geographies,12.1,19.7,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
29,37048,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,1.0,68.0,2.5,2.1,20.6,0.0,7.3,Bottom 25% of geographies,20.6,87.1,87.5,87.1,,87.1,Top 25% of geographies,-12.9,264.0,44.0,76.0,144.0,66.0,26.0,40.0,,,,,,,,,,,,,,5666487.0,1210150.0,1780830.0,2675508.0,1632196.0,387786.0,1244412.0,,,,,,,,,,,,,,92.9,93.4,89.7,100.0,100.0,51-75% of geographies,23.0,0.0,,0.0,51-75% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
30,37049,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,1.3,51.0,5.3,5.7,3.9,0.0,5.6,Bottom 25% of geographies,3.9,82.2,80.9,95.9,,99.3,51-75% of geographies,4.8,162.0,12.0,50.0,100.0,36.0,8.0,28.0,,4.0,2.0,2.0,,,,,,,,,,3243372.0,148556.0,1070309.0,2024506.0,716521.0,38118.0,678402.0,,83328.0,41664.0,41664.0,,,,,,,,,,85.1,84.1,100.0,75.0,90.4,26-50% of geographies,14.6,2.4,0.0,39.1,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies
31,37050,"Clarksville, TN-KY",Outlying,6.5,118.0,21.2,23.2,3.4,,75.7,Top 25% of geographies,-39.1,81.2,84.6,81.2,,100.0,51-75% of geographies,-18.6,96.0,6.0,32.0,58.0,22.0,6.0,16.0,,,,,,,,,,,,,,2290772.0,58194.0,1154150.0,1078428.0,217052.0,58194.0,158858.0,,,,,,,,,,,,,,87.3,85.4,91.5,,100.0,26-50% of geographies,7.7,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
32,37051,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.0,0.0,9.8,10.3,,,0.0,26-50% of geographies,,84.8,86.0,,,100.0,51-75% of geographies,,180.0,10.0,50.0,120.0,34.0,4.0,30.0,,,,,,,,,,,,,,8388646.0,315270.0,5119879.0,2953496.0,489099.0,42926.0,446174.0,,,,,,,,,,,,,,80.6,80.0,,,100.0,Bottom 25% of geographies,26.9,,,56.1,51-75% of geographies,,,Top 25% of geographies
33,37052,"Clarksville, TN-KY",Central,0.0,0.0,10.7,10.7,,,0.0,26-50% of geographies,,96.9,96.9,,,100.0,Top 25% of geographies,,142.0,10.0,48.0,84.0,44.0,10.0,34.0,,,,,,,,,,,,,,1883534.0,59550.0,600496.0,1223486.0,433413.0,59550.0,373862.0,,,,,,,,,,,,,,87.6,87.6,,,0.0,26-50% of geographies,27.1,,,100.0,51-75% of geographies,,,Top 25% of geographies
34,37055,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,5.9,1677.0,13.4,12.1,18.8,0.0,25.2,51-75% of geographies,-7.5,73.0,73.7,63.6,100.0,79.6,26-50% of geographies,5.5,1670.0,134.0,380.0,1156.0,266.0,76.0,188.0,2.0,24.0,16.0,8.0,,10.0,4.0,6.0,,20.0,8.0,12.0,,97355596.0,3223688.0,35892659.0,58239248.0,10429254.0,2013419.0,8405836.0,10000.0,216646.0,177682.0,38964.0,,523106.0,135128.0,387978.0,,1452212.0,181632.0,1270580.0,,87.3,87.0,83.0,99.6,89.7,26-50% of geographies,18.1,24.6,0.0,16.4,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,51-75% of geographies
35,37057,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,9.1,65.0,21.9,23.8,3.1,,,Top 25% of geographies,,68.8,68.5,,,,26-50% of geographies,,70.0,,30.0,40.0,14.0,,14.0,,,,,,,,,,,,,,634494.0,,310390.0,324104.0,158832.0,,158832.0,,,,,,,,,,,,,,68.8,76.7,0.0,,,Bottom 25% of geographies,0.0,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
36,37058,"Clarksville, TN-KY",Outlying,0.4,27.0,12.7,13.6,25.9,0.0,0.0,51-75% of geographies,-11.4,80.1,79.5,96.1,96.1,100.0,51-75% of geographies,2.8,266.0,54.0,70.0,142.0,38.0,26.0,12.0,,2.0,2.0,,,2.0,,2.0,,,,,,6949362.0,1206579.0,2005073.0,3737710.0,663940.0,330388.0,333552.0,,25000.0,25000.0,,,5124.0,,5124.0,,,,,,84.1,82.7,55.6,100.0,100.0,26-50% of geographies,19.3,0.0,23.2,57.8,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies
37,37059,,Outlying,1.7,25.0,31.9,32.5,47.6,,33.3,Top 25% of geographies,27.6,67.2,69.0,42.0,,0.0,26-50% of geographies,-21.6,86.0,,14.0,72.0,14.0,,14.0,,,,,,,,,,,,,,2823805.0,,323480.0,2500326.0,323480.0,,323480.0,,,,,,,,,,,,,,83.6,85.1,9.5,,0.0,26-50% of geographies,16.3,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
38,37060,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,3.8,103.0,6.2,6.4,2.9,0.0,12.5,26-50% of geographies,2.9,88.7,88.5,89.7,,53.2,Top 25% of geographies,-10.3,172.0,20.0,42.0,110.0,32.0,8.0,24.0,,,,,,2.0,,2.0,,,,,,8211472.0,133484.0,4748460.0,3329528.0,3979462.0,55610.0,3923854.0,,,,,,187870.0,,187870.0,,,,,,91.1,90.8,96.0,100.0,52.7,51-75% of geographies,28.1,3.3,,36.0,51-75% of geographies,26-50% of geographies,,Top 25% of geographies
39,37061,,Outlying,5.7,304.0,11.5,12.5,0.0,0.0,0.0,51-75% of geographies,-17.6,74.0,74.3,86.4,,98.7,26-50% of geographies,39.4,408.0,32.0,152.0,224.0,138.0,22.0,116.0,,6.0,,6.0,,4.0,2.0,2.0,,8.0,4.0,2.0,2.0,12834646.0,1500849.0,5973455.0,5360344.0,4377125.0,415200.0,3961925.0,,86778.0,,86778.0,,45380.0,3714.0,41666.0,,101740.0,52230.0,18874.0,30636.0,84.7,84.8,86.0,100.0,100.0,26-50% of geographies,15.1,4.3,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
40,37062,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,3.3,422.0,7.5,4.6,57.3,94.0,22.3,26-50% of geographies,57.3,79.6,79.9,55.5,,78.2,51-75% of geographies,-44.5,612.0,54.0,156.0,402.0,118.0,26.0,86.0,6.0,2.0,,2.0,,6.0,,6.0,,4.0,4.0,,,15191362.0,404448.0,4081112.0,10705802.0,2479919.0,198138.0,2072450.0,209330.0,41664.0,,41664.0,,104707.0,,104707.0,,14500.0,14500.0,,,88.2,89.8,67.1,14.5,82.4,26-50% of geographies,33.3,30.1,50.0,38.5,51-75% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
41,37064,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,6.7,4074.0,5.2,4.3,12.8,12.5,14.3,Bottom 25% of geographies,-1.2,79.0,80.9,65.6,76.4,52.7,51-75% of geographies,13.7,6134.0,658.0,1354.0,4122.0,946.0,306.0,618.0,22.0,82.0,36.0,42.0,4.0,62.0,28.0,34.0,,46.0,16.0,26.0,4.0,368183714.0,30661712.0,85196526.0,252325476.0,45878995.0,11308511.0,33697514.0,872970.0,1682385.0,617986.0,1042965.0,21434.0,2496222.0,1527734.0,968488.0,,1832814.0,422262.0,1180152.0,230400.0,95.3,95.4,90.2,100.0,94.9,Top 25% of geographies,59.7,38.8,78.0,24.4,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,51-75% of geographies
42,37066,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,12.6,7234.0,13.1,9.1,36.0,0.6,29.1,51-75% of geographies,13.8,68.3,73.5,39.3,34.1,55.5,26-50% of geographies,0.2,3156.0,450.0,806.0,1900.0,586.0,192.0,384.0,10.0,148.0,94.0,54.0,,40.0,12.0,28.0,,20.0,2.0,18.0,,195792051.0,9726348.0,47801899.0,138263804.0,31851447.0,4571039.0,24868584.0,2411824.0,2379132.0,1310348.0,1068785.0,,888783.0,86318.0,802465.0,,831840.0,10884.0,820956.0,,91.3,91.9,87.2,97.7,92.9,51-75% of geographies,31.5,20.3,42.8,12.7,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
